-1.191342634747172002e-01,1.116846714212515801e+00,1.891598544928668746e-01,3.300000000000000000e+01
-1.164952082804093653e-01,1.131641228787760411e+00,2.053119633353157614e-01,2.000000000000000000e+01
-2.087782766573665238e+00,2.563182091436705079e+01,3.117683088340078790e+00,2.241000000000000000e+03
-2.016352386559441268e+00,2.572470502733337838e+01,3.123770385891881496e+00,6.914000000000000000e+03
-1.941398336042003958e+00,2.577780248241607097e+01,3.124963326244799333e+00,4.288000000000000000e+03
-1.973538685639990797e+00,2.590835592033752022e+01,2.829312756686164665e+00,2.832000000000000000e+03
-1.647880000697387881e-01,1.154784776702932447e+00,2.197408511424229494e-01,2.000000000000000000e+01
-1.072446848091567484e-01,1.177629815507043265e+00,1.982110040223709069e-01,3.200000000000000000e+01
-1.784220882303289901e+00,2.579125504868330410e+01,3.115978488773970767e+00,5.058000000000000000e+03
-1.819330028583181269e+00,2.596847142916382367e+01,2.825377492877779062e+00,3.635000000000000000e+03
